trade_id,candidate_id,family,asset,symbol,strategy_version,status,opened_at,open_close_time,entry_price,stop_loss,target,target_mode,quantity,notional,risk_dollars,entry_fee,entry_slippage_bps,planned_reward_r,entry_rsi,entry_ma20,entry_bb_lower,entry_ma200,entry_atr,event,timestamp,closed_at,exit_reason,exit_price,gross_pnl,exit_fee,fees,slippage_bps,net_pnl,r_multiple,equity_after,holding_hours,side
SLAB-V2_MR_REWARD-ETH-1784196000000,V2_MR_REWARD,Exit Logic,ETH,ETHUSDT,strategy-lab-v1.0.0:V2_MR_REWARD,CLOSED,2026-07-16T10:00:00+00:00,1784196000000,1887.3673979999999,1867.6391837142855,1912.027665857143,FIXED_125R,5.068882492441923,9566.843560527866,100.0,9.566843560527866,2.0,1.2500000000000058,28.22244046157624,1915.265,1888.2664663361468,1805.3401000000001,13.152142857142865,EXIT,2026-07-18T17:09:10.301155+00:00,2026-07-16T12:00:00+00:00,SL,1867.2656558775427,-101.89336871210541,9.464950191815761,19.031793752343628,2.0,-120.92516246444904,-1.2092516246444904,9879.07483753555,2.0,
SLAB-V2_MR_REWARD-GBPUSD-1784199600000,V2_MR_REWARD,Exit Logic,GBPUSD,GBPUSD=X,strategy-lab-v1.0.0:V2_MR_REWARD,CLOSED,2026-07-16T11:00:00+00:00,1784199600000,1.3509097095966338,1.3494057950019835,1.3527896028399466,FIXED_125R,7402.419220886261,10000.0,11.132606302010519,10.0,2.0,1.25,31.326199789951133,1.3530006289482117,1.3506895716117997,1.34008638381958,0.0010026097297668457,EXIT,2026-07-19T10:11:40.040311+00:00,2026-07-16T14:00:00+00:00,SL,1.3491359138429833,-13.130379780749287,9.98686962021925,19.986869620219252,2.0,-33.11724940096854,-2.974797500472792,9966.882750599032,3.0,
SLAB-V2_MR_REWARD-SOL-1784811600000,V2_MR_REWARD,Exit Logic,SOL,SOLUSDT,strategy-lab-v1.0.0:V2_MR_REWARD,CLOSED,2026-07-23T13:00:00+00:00,1784811600000,76.925382,76.272882,77.741007,FIXED_125R,129.99610453673145,10000.0,84.82245821021772,10.0,2.0,1.2499999999999891,32.43243243243229,77.6035,76.9314203916197,76.60210000000001,0.4350000000000002,EXIT,2026-07-23T15:21:17.053845+00:00,2026-07-23T15:00:00+00:00,SL,76.2576274236,-86.80549371857525,9.913194506281425,19.913194506281425,2.0,-106.71868822485668,-1.2581418939825224,9893.281311775143,2.0,LONG
SLAB-V2_MR_REWARD-GOLD-1784829600000,V2_MR_REWARD,Exit Logic,GOLD,XAU/USD,strategy-lab-v1.0.0:V2_MR_REWARD,CLOSED,2026-07-23T18:00:00+00:00,1784829600000,4095.125941416,4075.920358201714,4119.132920433857,FIXED_125R,2.441927340711341,10000.0,46.89863874527173,10.0,2.0,1.2499999999999882,25.611530711665367,4129.504328,4097.093736342929,4038.4195382499997,12.803722142857266,EXIT,2026-07-24T01:04:43.088648+00:00,2026-07-23T21:00:00+00:00,SL,4075.105174130074,-48.88925901752192,9.951110740982477,19.95111074098248,2.0,-68.84036975850441,-1.4678543258453278,9931.159630241496,3.0,LONG
SLAB-V2_MR_REWARD-BTC-1784815200000,V2_MR_REWARD,Exit Logic,BTC,BTCUSDT,strategy-lab-v1.0.0:V2_MR_REWARD,CLOSED,2026-07-23T14:00:00+00:00,1784815200000,64872.131832,64425.841117714284,65429.99522485714,FIXED_125R,0.15414939693822763,10000.0,68.79544446627378,10.0,2.0,1.25,23.649426714775473,65639.872,64939.0184073681,64836.03285,297.5271428571432,EXIT,2026-07-24T07:06:19.296285+00:00,2026-07-24T06:00:00+00:00,TARGET,65416.909225812175,83.97710672172619,10.083977106721726,20.083977106721726,2.0,63.89312961500446,0.9287407052995693,10063.893129615004,16.0,LONG
SLAB-V2_MR_REWARD-OIL_FUT-1785106800000,V2_MR_REWARD,Exit Logic,OIL_FUT,CL=F,strategy-lab-v1.0.0:V2_MR_REWARD,CLOSED,2026-07-26T23:00:00+00:00,1785106800000,85.00699586334228,82.9219959614345,87.61324574072701,FIXED_125R,47.961632951876794,4077.0743339393316,100.0,4.077074333939332,2.0,1.2500000000000018,28.192979796886164,89.3569995880127,85.83884620627593,83.69169998168945,1.3899999346051897,EXIT,2026-07-27T11:48:42.856304+00:00,2026-07-27T09:00:00+00:00,SL,82.90541156224222,-100.79541486678765,3.9762789190725436,8.053353253011876,2.0,-108.84876811979953,-1.0884876811979953,9891.1512318802,10.0,LONG
SLAB-V2_MR_REWARD-GOLD-1786363200000,V2_MR_REWARD,Exit Logic,GOLD,XAU/USD,strategy-lab-v1.0.0:V2_MR_REWARD,CLOSED,2026-08-10T12:00:00+00:00,1786363200000,4323.240615228,4312.224584156571,4337.010654067286,FIXED_125R,2.2971563496281933,9931.159630241496,25.30554572343482,9.931159630241497,2.0,1.2499999999999587,20.564264875921936,4339.167663,4324.8585449658785,4200.09405165,7.344020714285891,EXIT,2026-08-10T15:55:51.005722+00:00,2026-08-10T14:00:00+00:00,TARGET,4336.143251936473,29.63937384181348,9.96079900408331,19.89195863432481,2.0,9.747415207488672,0.38518889551003993,9940.907045448985,2.0,LONG
