asset,total_trades,win_rate,net_pnl,expectancy_r,profit_factor,max_drawdown,average_win,average_loss,average_holding_hours,consecutive_wins,consecutive_losses,fees_paid,slippage_paid_estimate,insufficient_sample,rejected_setup_counts,candidate_id,display_label,bucket,family,title,interval,asset_filter,asset_exclude,evidence_note,enabled,rating,rating_score
BRENT_FUT,1,0.0,-120.50737353215928,-1.2050737353215928,0.0,0.0,0.0,-120.50737353215928,3.0,0,1,18.63414623171725,3.70645460088336,True,"{""CLOSE_NOT_BELOW_BREAKDOWN_LOW"": 171, ""CLOSE_NOT_BELOW_MA200"": 150, ""DOWNTREND_SUPPORT_NOT_CONFIRMED"": 166, ""OPEN_TRADE_EXISTS"": 2, ""RSI_NOT_BELOW_45"": 110}",SHORT_OIL_BREAKDOWN_1H,SHORT_OIL_1H,SHORT_SIDE_TEST,Short Momentum,Oil futures 1h breakdown short,1h,"OIL_FUT,BRENT_FUT",AUTO_QUARANTINE,Short-side maturity: oil already has live futures data in the lab; test downside continuation instead of only recovery longs.,True,INSUFFICIENT_SAMPLE,2.92
OIL_FUT,1,0.0,-119.13153111967074,-1.1913153111967074,0.0,0.0,0.0,-119.13153111967074,2.0,0,1,17.383369032617576,3.456324174106105,True,"{""CLOSE_NOT_BELOW_BREAKDOWN_LOW"": 163, ""CLOSE_NOT_BELOW_MA200"": 154, ""DOWNTREND_SUPPORT_NOT_CONFIRMED"": 162, ""OPEN_TRADE_EXISTS"": 1, ""RSI_NOT_BELOW_45"": 108}",SHORT_OIL_BREAKDOWN_1H,SHORT_OIL_1H,SHORT_SIDE_TEST,Short Momentum,Oil futures 1h breakdown short,1h,"OIL_FUT,BRENT_FUT",AUTO_QUARANTINE,Short-side maturity: oil already has live futures data in the lab; test downside continuation instead of only recovery longs.,True,INSUFFICIENT_SAMPLE,3.13
COMBINED,2,0.0,-239.63890465183002,-1.1981945232591502,0.0,-0.0001392430652043647,0.0,-119.81945232591501,2.5,0,2,36.017515264334826,7.162778774989465,True,"{""CLOSE_NOT_BELOW_BREAKDOWN_LOW"": 334, ""CLOSE_NOT_BELOW_MA200"": 304, ""DOWNTREND_SUPPORT_NOT_CONFIRMED"": 328, ""OPEN_TRADE_EXISTS"": 3, ""RSI_NOT_BELOW_45"": 218}",SHORT_OIL_BREAKDOWN_1H,SHORT_OIL_1H,SHORT_SIDE_TEST,Short Momentum,Oil futures 1h breakdown short,1h,"OIL_FUT,BRENT_FUT",AUTO_QUARANTINE,Short-side maturity: oil already has live futures data in the lab; test downside continuation instead of only recovery longs.,True,INSUFFICIENT_SAMPLE,4.01
