candidate_id,display_label,asset,report_exists,evaluations_exists,runtime_errors,total_trades,net_pnl,rating,quality_status,trusted_for_promotion,primary_reason
MR_REGIME_FILTER_V1,OLD_MR_REGIME,AUDUSD,True,True,115,1,-37.61,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,BNB,True,True,115,2,-58.38,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,BRENT_FUT,True,True,115,1,132.23,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,BTC,True,True,115,6,-90.95,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,COIN,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,COPPER_FUT,True,True,115,1,-95.72,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,DOGE,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,DXY,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,ETH,True,True,115,5,-580.94,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,EURUSD,True,True,115,2,-60.23,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,GBPUSD,True,True,115,3,-101.16,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,GDX,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,GLD,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,GOLD,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,GOLD_FUT,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_REGIME_FILTER_V1,OLD_MR_REGIME,MARA,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
