system,strategy_id,asset,symbol,trade_id,side,opened_at,entry_price,target,stop_loss,state_status,heartbeat_at,heartbeat_age_minutes,heartbeat_open_trade,trusted_live,issue,action
strategy_lab,MR_DEEP_VALUE_V1,PAXG,PAXGUSDT,SLAB-MR_DEEP_VALUE_V1-PAXG-1784808000000,LONG,2026-07-23T12:00:00+00:00,4056.171072,4107.796,4036.1932148571427,OPEN,2026-07-23T15:21:17.053845+00:00,84997.92,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,MR_REGIME_FILTER_V1,DXY,DX-Y.NYB,SLAB-MR_REGIME_FILTER_V1-DXY-1784725200000,LONG,2026-07-22T13:00:00+00:00,101.10221713256836,101.1507999420166,101.00600256565639,OPEN,2026-07-22T15:14:08.406569+00:00,86445.06,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,MR_REGIME_FILTER_V1,USDCAD,CAD=X,SLAB-MR_REGIME_FILTER_V1-USDCAD-1784728800000,LONG,2026-07-22T14:00:00+00:00,1.4086717231750487,1.409908002614975,1.407003542436872,OPEN,2026-07-22T15:14:08.406569+00:00,86445.06,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,MR_RELAXED_PULLBACK_V1,AUDUSD,AUDUSD=X,SLAB-MR_RELAXED_PULLBACK_V1-AUDUSD-1784278800000,,2026-07-17T09:00:00+00:00,0.6975382019162177,0.6991773545742035,0.6964078360165867,OPEN,2026-07-19T12:28:54.593056+00:00,90930.29,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,MR_RELAXED_PULLBACK_V1,DXY,DX-Y.NYB,SLAB-MR_RELAXED_PULLBACK_V1-DXY-1784725200000,LONG,2026-07-22T13:00:00+00:00,101.10221713256836,101.1507999420166,101.00600256565639,OPEN,2026-07-22T15:14:08.406569+00:00,86445.06,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,MR_TARGET_1R_V1,DXY,DX-Y.NYB,SLAB-MR_TARGET_1R_V1-DXY-1784725200000,LONG,2026-07-22T13:00:00+00:00,101.10221713256836,101.19843169948032,101.00600256565639,OPEN,2026-07-22T15:14:08.406569+00:00,86445.06,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,MR_TARGET_1R_V1,USDCAD,CAD=X,SLAB-MR_TARGET_1R_V1-USDCAD-1784728800000,LONG,2026-07-22T14:00:00+00:00,1.4086717231750487,1.4103399039132254,1.407003542436872,OPEN,2026-07-22T15:14:08.406569+00:00,86445.06,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,REPAIR_BREAKOUT_QUALITY_V1,PAXG,PAXGUSDT,SLAB-REPAIR_BREAKOUT_QUALITY_V1-PAXG-1786089600000,LONG,2026-08-07T08:00:00+00:00,4296.45912,4318.932334285715,4281.476977142857,OPEN,2026-08-07T10:02:02.819333+00:00,63717.15,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,V2_BREAKOUT_RETEST,ETH,ETHUSDT,SLAB-V2_BREAKOUT_RETEST-ETH-1784426400000,,2026-07-19T02:00:00+00:00,1870.62405,1884.4866214285714,1861.3823357142855,OPEN,2026-07-19T12:28:54.593056+00:00,90930.29,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,V2_BREAKOUT_RETEST,GOLD_FUT,GC=F,SLAB-V2_BREAKOUT_RETEST-GOLD_FUT-1784725200000,LONG,2026-07-22T13:00:00+00:00,4160.832,4192.036310825893,4140.029126116072,OPEN,2026-07-22T15:14:08.406569+00:00,86445.06,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,V2_BREAKOUT_RETEST,NVDA,NVDA,SLAB-V2_BREAKOUT_RETEST-NVDA-1784730600000,LONG,2026-07-22T14:30:00+00:00,212.23744632568358,216.3299889195033,209.50908459647042,OPEN,2026-07-22T15:14:08.406569+00:00,86445.06,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,V2_BREAKOUT_RETEST,SILVER_FUT,SI=F,SLAB-V2_BREAKOUT_RETEST-SILVER_FUT-1784725200000,LONG,2026-07-22T13:00:00+00:00,60.83216369476318,61.75852058258056,60.21459243621826,OPEN,2026-07-22T15:14:08.406569+00:00,86445.06,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,V2_BREAKOUT_RETEST,USDCHF,CHF=X,SLAB-V2_BREAKOUT_RETEST-USDCHF-1784728800000,LONG,2026-07-22T14:00:00+00:00,0.8137627237200736,0.8153145578946386,0.812728167603697,OPEN,2026-07-22T15:14:08.406569+00:00,86445.06,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
strategy_lab,V2_MR_RECOVERY,GBPUSD,GBPUSD=X,SLAB-V2_MR_RECOVERY-GBPUSD-1784286000000,,2026-07-17T11:00:00+00:00,1.344083851289749,1.3463730216026306,1.3424070874827247,OPEN,2026-07-19T12:28:54.593056+00:00,90930.29,True,False,STRATEGY_QUARANTINED,Do not count as live; keep audit trail and wait for a fresh workflow run or close event.
