trade_id,candidate_id,family,asset,symbol,side,strategy_version,status,opened_at,open_close_time,entry_price,stop_loss,target,target_mode,quantity,notional,risk_dollars,entry_fee,entry_slippage_bps,planned_reward_r,entry_rsi,entry_ma20,entry_bb_lower,entry_ma200,entry_atr,event,timestamp,closed_at,exit_reason,exit_price,gross_pnl,exit_fee,fees,slippage_bps,net_pnl,r_multiple,equity_after,holding_hours
SLAB-NEW_XRP_2H_MR-XRP-1784808000000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,OPEN,2026-07-23T12:00:00+00:00,1784808000000,1.12162428,1.1130207085714285,1.1366599999999998,FROZEN_MA20,8915.641519457835,10000.0,76.70635864419312,10.0,2.0,1.747613781652097,23.036649214659917,1.1366599999999998,1.1261697378488327,1.1099424999999998,0.0057357142857143205,ENTRY,2026-07-23T13:05:25.132141+00:00,,,,,,,,,,,
SLAB-NEW_XRP_2H_MR-XRP-1784808000000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,CLOSED,2026-07-23T12:00:00+00:00,1784808000000,1.12162428,1.1130207085714285,1.1366599999999998,FROZEN_MA20,8915.641519457835,10000.0,76.70635864419312,10.0,2.0,1.747613781652097,23.036649214659917,1.1366599999999998,1.1261697378488327,1.1099424999999998,0.0057357142857143205,EXIT,2026-07-23T15:21:17.053845+00:00,2026-07-23T14:00:00+00:00,SL,1.1127981044297144,-78.69101737246312,9.921308982627538,19.921308982627536,2.0,-98.61232635509066,-1.2855821616107426,9901.38767364491,2.0
SLAB-NEW_XRP_2H_MR-XRP-1787688000000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,OPEN,2026-08-25T20:00:00+00:00,1787688000000,1.44388872,1.4135244342857143,1.486125,FROZEN_MA20,3260.8663239479924,4708.328102576372,99.01387673644909,4.708328102576372,2.0,1.3909854622441826,27.272727272727238,1.486125,1.4452618686955738,1.2992624999999998,0.020242857142857135,ENTRY,2026-08-26T18:24:53.255770+00:00,,,,,,,,,,,
SLAB-NEW_XRP_2H_MR-XRP-1787688000000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,CLOSED,2026-08-25T20:00:00+00:00,1787688000000,1.44388872,1.4135244342857143,1.486125,FROZEN_MA20,3260.8663239479924,4708.328102576372,99.01387673644909,4.708328102576372,2.0,1.3909854622441826,27.272727272727238,1.486125,1.4452618686955738,1.2992624999999998,0.020242857142857135,EXIT,2026-08-26T18:24:53.255770+00:00,2026-08-25T21:00:00+00:00,SL,1.413241729398857,-99.93573958161734,4.6083923629947545,9.316720465571127,2.0,-109.25246004718846,-1.1034055391850983,9792.135213597721,1.0
SLAB-NEW_XRP_2H_MR-XRP-1787691600000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,OPEN,2026-08-25T21:00:00+00:00,1787691600000,1.43808756,1.4071232742857143,1.48252,FROZEN_MA20,3162.3966087743443,4547.803222864572,97.92135213597722,4.547803222864571,2.0,1.4349576931949226,29.89864864864859,1.48252,1.4381147930980753,1.3014525000000001,0.020642857142857136,ENTRY,2026-08-26T18:24:53.255770+00:00,,,,,,,,,,,
SLAB-NEW_XRP_2H_MR-XRP-1787691600000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,CLOSED,2026-08-25T21:00:00+00:00,1787691600000,1.43808756,1.4071232742857143,1.48252,FROZEN_MA20,3162.3966087743443,4547.803222864572,97.92135213597722,4.547803222864571,2.0,1.4349576931949226,29.89864864864859,1.48252,1.4381147930980753,1.3014525000000001,0.020642857142857136,EXIT,2026-08-26T18:24:53.255770+00:00,2026-08-26T00:00:00+00:00,SL,1.4068418496308572,-98.81132851012258,4.448991894354449,8.996795117219019,2.0,-107.8081236273416,-1.1009664519096432,9684.32708997038,3.0
SLAB-NEW_XRP_2H_MR-XRP-1787752800000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,OPEN,2026-08-26T14:00:00+00:00,1787752800000,1.3715742599999998,1.3401492599999998,1.42978,FROZEN_MA20,3081.7269976039365,4226.817426260641,96.84327089970381,4.226817426260641,2.0,1.852211296738271,27.78176597272079,1.42978,1.3877232954215104,1.337754,0.02094999999999996,ENTRY,2026-08-26T18:24:53.255770+00:00,,,,,,,,,,,
SLAB-NEW_XRP_2H_MR-XRP-1787752800000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,CLOSED,2026-08-26T14:00:00+00:00,1787752800000,1.3715742599999998,1.3401492599999998,1.42978,FROZEN_MA20,3081.7269976039365,4226.817426260641,96.84327089970381,4.226817426260641,2.0,1.852211296738271,27.78176597272079,1.42978,1.3877232954215104,1.337754,0.02094999999999996,EXIT,2026-08-27T09:30:46.882651+00:00,2026-08-27T08:00:00+00:00,TARGET,1.4294940440000001,178.49296204818947,4.40531038830883,8.63212781456947,2.0,169.86083423362,1.7539766331264997,9854.187924204,18.0
SLAB-NEW_XRP_2H_MR-XRP-1788523200000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,OPEN,2026-09-04T12:00:00+00:00,1788523200000,1.40958186,1.3848104314285714,1.45139,FROZEN_MA20,3978.045874822822,5607.381303398081,98.54187924204,5.607381303398081,2.0,1.6877565167243256,25.576519916142672,1.45139,1.4253039960898473,1.3928735,0.016514285714285735,ENTRY,2026-09-04T16:16:28.374690+00:00,,,,,,,,,,,
SLAB-NEW_XRP_2H_MR-XRP-1788523200000,NEW_XRP_2H_MR,Mean Reversion,XRP,XRPUSDT,LONG,strategy-lab-v1.0.0:NEW_XRP_2H_MR,CLOSED,2026-09-04T12:00:00+00:00,1788523200000,1.40958186,1.3848104314285714,1.45139,FROZEN_MA20,3978.045874822822,5607.381303398081,98.54187924204,5.607381303398081,2.0,1.6877565167243256,25.576519916142672,1.45139,1.4253039960898473,1.3928735,0.016514285714285735,EXIT,2026-09-04T16:16:28.374690+00:00,2026-09-04T14:00:00+00:00,SL,1.3845334693422857,-99.64364712687112,5.5077376562712095,11.11511895966929,2.0,-110.7587660865404,-1.1239765969399986,9743.429158117458,2.0
