timestamp,candidate_id,asset,symbol,strategy_version,candle_close_time,candle_time,open,high,low,close,rsi,ma20,bb_lower,ma200,atr,passed,rejection_reasons
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783800000,2026-07-11T20:00:00+00:00,64245.99,64417.0,64241.13,64337.11,59.08166541795979,64167.2835,64000.08054987185,63109.379649999995,173.67071428571424,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB|TARGET_NOT_ABOVE_ENTRY
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783803600,2026-07-11T21:00:00+00:00,64337.11,64385.92,64293.06,64310.39,60.9803250074569,64184.116500000004,64031.05857119015,63120.67585,172.93642857142862,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB|TARGET_NOT_ABOVE_ENTRY
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783807200,2026-07-11T22:00:00+00:00,64310.38,64387.95,64100.57,64158.08,46.91310055132573,64186.1715,64035.692413707045,63130.9582,181.90214285714268,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783810800,2026-07-11T23:00:00+00:00,64158.07,64208.7,63769.84,63773.04,36.37570230437253,64169.4395,63936.14256418738,63140.5021,201.91142857142873,False,RSI_NOT_BELOW_30
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783814400,2026-07-12T00:00:00+00:00,63773.05,63881.97,63654.01,63787.37,35.5321237923153,64153.241,63867.06237599647,63149.212400000004,213.3164285714286,False,RSI_NOT_BELOW_30
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783818000,2026-07-12T01:00:00+00:00,63789.85,64133.03,63769.17,64085.26,48.00330065946661,64151.23500000001,63863.743878570924,63158.9392,235.89071428571438,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783821600,2026-07-12T02:00:00+00:00,64085.27,64091.82,63988.01,64031.24,46.45094819537001,64144.4265,63852.37657945293,63168.34545,235.65214285714268,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783825200,2026-07-12T03:00:00+00:00,64031.24,64182.0,63991.19,64179.36,49.524433842586745,64147.8145,63855.79430210343,63178.4729,241.7799999999999,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB|TARGET_NOT_ABOVE_ENTRY
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783828800,2026-07-12T04:00:00+00:00,64179.36,64202.31,63896.56,63962.07,40.47725789518489,64135.0745,63834.12095371827,63184.7071,244.78571428571428,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783832400,2026-07-12T05:00:00+00:00,63962.07,63983.92,63860.16,63925.68,44.000764941025544,64125.9745,63811.5529412297,63190.9885,211.8057142857137,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783836000,2026-07-12T06:00:00+00:00,63925.68,63925.68,63588.2,63714.75,38.513710337853084,64104.808,63743.06134419715,63196.9983,222.30214285714257,False,RSI_NOT_BELOW_30
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783839600,2026-07-12T07:00:00+00:00,63714.75,63860.16,63691.51,63843.7,38.180391463401,64089.729499999994,63711.23347468462,63203.615699999995,217.11785714285674,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783843200,2026-07-12T08:00:00+00:00,63843.7,64060.98,63837.3,63940.08,40.98096006837298,64079.659999999996,63696.51871984275,63209.849299999994,225.28499999999985,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783846800,2026-07-12T09:00:00+00:00,63940.08,64004.49,63722.75,63915.23,41.22345224322594,64065.67,63679.976134660494,63217.407999999996,237.3192857142853,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB
2026-07-14T09:00:59.543583+00:00,MR_DEEP_VALUE_V1,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_DEEP_VALUE_V1,1783850400,2026-07-12T10:00:00+00:00,63915.98,63915.98,63786.4,63807.56,36.070998321838736,64041.164000000004,63655.26763046989,63224.03605,234.01285714285663,False,RSI_NOT_BELOW_30|CLOSE_NOT_NEAR_OR_BELOW_LOWER_BB
