asset,candidate_id,entry_atr,entry_bb_lower,entry_fee,entry_ma20,entry_ma200,entry_price,entry_rsi,entry_slippage_bps,family,notional,open_close_time,opened_at,planned_reward_r,quantity,risk_dollars,side,status,stop_loss,strategy_version,symbol,target,target_mode,trade_id,event,timestamp,closed_at,exit_reason,exit_price,gross_pnl,exit_fee,fees,slippage_bps,net_pnl,r_multiple,equity_after,holding_hours
BTC,SHORT_BTC_BREAKDOWN_4H,465.10357142857123,63416.5625212833,10.0,64680.235499999995,65021.37875,63157.835906,21.808379116737214,2.0,Short Momentum,10000.0,1785200400000,2026-07-28T01:00:00+00:00,1.250000000000006,0.1583334808191235,95.73390762739879,SHORT,CLOSED,63762.47054885714,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,62402.04260242857,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1785200400000,EXIT,2026-07-28T15:32:41.416733+00:00,2026-07-28T15:00:00+00:00,SL,63775.223042966914,-97.75305440892446,10.097753054408924,20.097753054408926,2.0,-117.85080746333338,-1.2310247265996357,9882.149192536666,14.0
BTC,SHORT_BTC_BREAKDOWN_4H,381.4750000000001,62987.90652879145,9.882149192536666,64117.943999999996,64358.1183,62581.801136,11.835427408862643,2.0,Short Momentum,9882.149192536666,1785506400000,2026-07-31T14:00:00+00:00,1.2500000000000038,0.15790771459359593,78.30919905197011,SHORT,CLOSED,63077.718636000005,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,61961.904260999996,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1785506400000,EXIT,2026-07-31T18:43:38.643041+00:00,2026-07-31T18:00:00+00:00,SL,63090.3341797272,-80.30129073028712,9.962450483266954,19.84459967580362,2.0,-100.14589040609074,-1.2788521861860527,9782.003302130575,4.0
BTC,SHORT_BTC_BREAKDOWN_4H,108.86785714285828,62789.656682472785,9.782003302130574,62958.284,64060.46765,62716.294232,37.73397285914802,2.0,Short Momentum,9782.003302130575,1785603600000,2026-08-01T17:00:00+00:00,1.2500000000000258,0.15597227836748465,22.074478035424978,SHORT,CLOSED,62857.82244628572,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,62539.38396414285,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1785603600000,EXIT,2026-08-01T18:35:05.812373+00:00,2026-08-01T18:00:00+00:00,TARGET,62551.89184093568,25.642215503364614,9.756361086627212,19.538364388757785,2.0,6.1038511146068295,0.27651168488837696,9788.107153245182,1.0
BTC,SHORT_BTC_BREAKDOWN_4H,142.34142857142953,62556.878198557875,9.788107153245182,62922.21949999999,64046.771550000005,62227.681974,18.083348043069947,2.0,Short Momentum,9788.107153245182,1785607200000,2026-08-01T18:00:00+00:00,1.2499999999999902,0.15729506294859022,29.106485157536156,SHORT,CLOSED,62412.72583114286,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,61996.377152571426,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1785607200000,EXIT,2026-08-01T19:49:07.923880+00:00,2026-08-01T19:00:00+00:00,SL,62425.208376309085,-31.06992788521621,9.8191770811304,19.607284234375584,2.0,-50.67721211959179,-1.7410969357964754,9737.42994112559,1.0
BTC,SHORT_BTC_BREAKDOWN_4H,469.16785714285754,77352.45831100758,9.73742994112559,78250.47050000001,78701.11655,77222.75236,27.423670756483276,2.0,Short Momentum,9737.42994112559,1788282000000,2026-09-01T17:00:00+00:00,1.249999999999988,0.12609534940856892,76.90785034100792,SHORT,CLOSED,77832.67057428572,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,76460.35459214286,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1788282000000,EXIT,2026-09-01T20:58:37.217640+00:00,2026-09-01T18:00:00+00:00,TARGET,76475.64666306128,94.2065539006195,9.643223387224971,19.38065332835056,2.0,74.82590057226894,0.9729292944802429,9812.255841697859,1.0
BTC,SHORT_BTC_BREAKDOWN_4H,515.6592857142865,77169.46910480292,9.812255841697858,78178.39749999999,78698.70665000001,77111.444626,25.320614102327482,2.0,Short Momentum,9812.255841697859,1788285600000,2026-09-01T18:00:00+00:00,1.2499999999999947,0.12724772424234182,85.30141176904706,SHORT,CLOSED,77781.80169742857,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,76273.49828671428,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1788285600000,EXIT,2026-09-02T11:10:44.010502+00:00,2026-09-02T10:00:00+00:00,TARGET,76288.75298637162,104.68563889591186,9.707570202801946,19.519826044499805,2.0,85.16581285141206,0.998410355528439,9897.42165454927,16.0
BTC,SHORT_BTC_BREAKDOWN_4H,392.789285714288,77983.36268524705,9.89742165454927,78789.708,79009.03055000001,77917.01348000001,29.612604849913083,2.0,Short Momentum,9897.42165454927,1788872400000,2026-09-08T13:00:00+00:00,1.250000000000007,0.12702516706559566,64.86236203126346,SHORT,CLOSED,78427.63955142858,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,77278.73089071429,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1788872400000,EXIT,2026-09-08T16:33:54.255430+00:00,2026-09-08T14:00:00+00:00,SL,78443.32507933887,-66.85481883458002,9.96427647338385,19.861698127933117,2.0,-86.71651696251314,-1.3369312224663672,9810.705137586758,1.0
BTC,SHORT_BTC_BREAKDOWN_4H,537.2157142857146,77896.07926274878,9.810705137586758,78832.337,79058.75605,77876.71154199999,26.012085154842566,2.0,Short Momentum,9810.705137586758,1788991200000,2026-09-09T22:00:00+00:00,1.25,0.12597739354075974,87.9801460913073,SHORT,CLOSED,78575.09197057142,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,77003.7360062857,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1788991200000,EXIT,2026-09-10T12:53:21.176557+00:00,2026-09-10T12:00:00+00:00,TARGET,77019.13675348696,108.03503662313926,9.70267010096362,19.513375238550378,2.0,88.52166138458888,1.0061549715173193,9899.226798971347,14.0
BTC,SHORT_BTC_BREAKDOWN_4H,405.10785714285674,77432.08872158683,9.899226798971346,78140.444,79110.7169,76943.728176,32.3638026768876,2.0,Short Momentum,9899.226798971347,1789041600000,2026-09-10T12:00:00+00:00,1.2499999999999931,0.1286554087466102,67.75511203133058,SHORT,CLOSED,77470.36839028572,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,76285.42790814287,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1789041600000,EXIT,2026-09-10T17:39:48.712522+00:00,2026-09-10T17:00:00+00:00,SL,77485.86246396377,-69.7485084135309,9.968975307384879,19.868202106356225,2.0,-89.61671051988712,-1.32265607469511,9809.61008845146,5.0
BTC,SHORT_BTC_BREAKDOWN_4H,433.3664285714279,76387.32953592866,9.80961008845146,77507.195,79114.02645,76521.24269,25.88047084981389,2.0,Short Momentum,9809.61008845146,1789081200000,2026-09-10T23:00:00+00:00,1.2500000000000064,0.1281945998732899,72.22180668200025,SHORT,CLOSED,77084.61904714286,strategy-lab-v1.0.0:SHORT_BTC_BREAKDOWN_4H,BTCUSDT,75817.02224357142,FIXED_125R,SLAB-SHORT_BTC_BREAKDOWN_4H-BTC-1789081200000,EXIT,2026-09-11T04:30:16.605546+00:00,2026-09-11T04:00:00+00:00,SL,77100.03597095229,-74.19817306102748,9.883808261512488,19.69341834996395,2.0,-93.89159141099142,-1.3000448995191352,9715.718497040469,5.0
