timestamp,asset,code,message
2026-07-19T09:39:04.679413+00:00,BTC,STALE_FEED,Latest closed candle is stale for BTCUSDT
2026-07-19T09:44:13.716996+00:00,BTC,STALE_FEED,Latest closed candle is stale for BTCUSDT
