asset,candidate_id,entry_atr,entry_bb_lower,entry_fee,entry_ma20,entry_ma200,entry_price,entry_rsi,entry_slippage_bps,family,notional,open_close_time,opened_at,planned_reward_r,quantity,risk_dollars,side,status,stop_loss,strategy_version,symbol,target,target_mode,trade_id,event,timestamp,closed_at,exit_reason,exit_price,gross_pnl,exit_fee,fees,slippage_bps,net_pnl,r_multiple,equity_after,holding_hours
BNB,NEW_BNB_12H_TREND,2.006428571428574,567.0266950135799,10.0,572.4775000000001,571.779,577.445466,66.66666666666688,2.0,Momentum,10000.0,1784620800000,2026-07-21T08:00:00+00:00,1.2500000000000235,17.317652642197732,41.69595966165733,LONG,CLOSED,575.0377517142857,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,580.4551088571429,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1784620800000,EXIT,2026-07-21T14:50:35.011279+00:00,2026-07-21T14:00:00+00:00,SL,574.9227441639429,-43.68762046972492,9.956312379530276,19.956312379530274,2.0,-63.643932849255194,-1.5263812936719798,9936.356067150744,6.0
BNB,NEW_BNB_12H_TREND,1.267857142857151,565.1189513261395,9.936356067150744,568.4755,569.0513,571.894356,83.92370572207135,2.0,Momentum,9936.356067150744,1785045600000,2026-07-26T06:00:00+00:00,1.2500000000000187,17.374460794907275,26.434001066538006,LONG,CLOSED,570.3729274285714,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,573.7961417142858,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1785045600000,EXIT,2026-07-26T11:02:17.660863+00:00,2026-07-26T10:00:00+00:00,SL,570.2588528430857,-28.41598547975453,9.90794008167099,19.844296148821734,2.0,-48.260281628576266,-1.8256896300752399,9888.095785522168,4.0
BNB,NEW_BNB_12H_TREND,1.2664285714285566,567.7676053772472,9.888095785522166,570.3534999999999,569.2269,573.3946559999999,76.73048600883708,2.0,Momentum,9888.095785522168,1785078000000,2026-07-26T15:00:00+00:00,1.2499999999999813,17.244834220293413,26.207220919353997,LONG,CLOSED,571.8749417142857,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,575.2942988571427,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1785078000000,EXIT,2026-07-26T22:34:34.872831+00:00,2026-07-26T22:00:00+00:00,TARGET,575.1792399973713,30.774855186857092,9.918870640709024,19.80696642623119,2.0,10.9678887606259,0.4185063648822882,9899.063674282794,7.0
BNB,NEW_BNB_12H_TREND,2.866428571428571,566.038793206672,9.899063674282793,569.9625,569.0779500000001,575.21502,61.06233538191409,2.0,Momentum,9899.063674282794,1785373200000,2026-07-30T01:00:00+00:00,1.2499999999999918,17.209327521181198,59.19516972214376,LONG,CLOSED,571.7753057142857,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,579.5146628571429,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1785373200000,EXIT,2026-07-30T06:40:21.924292+00:00,2026-07-30T05:00:00+00:00,SL,571.6609506531428,-61.16314342305617,9.837900530859738,19.73696420514253,2.0,-80.9001076281987,-1.366667381949165,9818.163566654595,4.0
BNB,NEW_BNB_12H_TREND,2.9028571428571337,565.2469585779861,9.818163566654595,571.0409999999999,569.09645,578.185614,61.816065192083734,2.0,Momentum,9818.163566654595,1785398400000,2026-07-30T08:00:00+00:00,1.2500000000000082,16.980989026569926,59.152062346269034,LONG,CLOSED,574.7021854285714,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,582.5398997142858,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1785398400000,EXIT,2026-07-30T11:23:45.450207+00:00,2026-07-30T10:00:00+00:00,TARGET,582.4233917343429,71.96165720391913,9.890125223858513,19.70828879051311,2.0,52.25336841340602,0.8833735687442495,9870.416935068002,2.0
BNB,NEW_BNB_12H_TREND,3.077857142857145,563.3138666384873,9.870416935068002,572.462,569.1972,586.687314,84.44521258209447,2.0,Momentum,9870.416935068002,1785405600000,2026-07-30T10:00:00+00:00,1.2500000000000078,16.823982212555567,62.138176589059725,LONG,CLOSED,582.9938854285714,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,591.3040997142858,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1785405600000,EXIT,2026-07-30T11:23:45.450207+00:00,2026-07-30T11:00:00+00:00,TARGET,591.185838894343,75.6831028051642,9.946100037873169,19.816516972941173,2.0,55.86658583222302,0.8990702479360989,9926.283520900226,1.0
BNB,NEW_BNB_12H_TREND,3.489285714285716,562.297728416543,9.926283520900226,573.4970000000001,569.28605,588.487674,84.45595854922254,2.0,Momentum,9926.283520900226,1785409200000,2026-07-30T11:00:00+00:00,1.2500000000000135,16.86744507906248,70.62640218104522,LONG,CLOSED,584.3005311428572,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,593.7216025714285,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1785409200000,EXIT,2026-07-30T18:10:38.568677+00:00,2026-07-30T17:00:00+00:00,TARGET,593.6028582509143,86.28008942158321,10.012563610321807,19.938847131222033,2.0,66.34124229036118,0.9393263742969751,9992.624763190588,6.0
BNB,NEW_BNB_12H_TREND,2.567857142857146,573.169331511873,9.992624763190587,580.825,576.1397000000001,586.077192,76.4084507042254,2.0,Momentum,9992.624763190588,1785682800000,2026-08-02T15:00:00+00:00,1.2500000000000093,17.05001474138681,52.53840256738721,LONG,CLOSED,582.9957634285714,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,589.9289777142857,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1785682800000,EXIT,2026-08-07T10:02:02.819333+00:00,2026-08-04T21:00:00+00:00,TARGET,589.8109919187428,63.661343655954894,10.056286106846542,20.04891087003713,2.0,43.61243278591776,0.8301058017510001,10036.237195976506,54.0
BNB,NEW_BNB_12H_TREND,2.9485714285714346,587.6114574865903,10.036237195976506,591.6455,581.38525,595.589094,67.64705882352939,2.0,Momentum,10036.237195976506,1785888000000,2026-08-05T00:00:00+00:00,1.250000000000008,16.850941860893958,59.623446858660564,LONG,CLOSED,592.0508082857143,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,600.0119511428572,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1785888000000,EXIT,2026-08-07T10:02:02.819333+00:00,2026-08-05T01:00:00+00:00,TARGET,599.8919487526287,72.50715527241587,10.108744351248923,20.144981547225427,2.0,52.362173725190445,0.8782144690379404,10088.599369701697,1.0
BNB,NEW_BNB_12H_TREND,3.3771428571428634,586.0869652202629,10.088599369701697,592.355,581.52935,603.27063,76.05633802816891,2.0,Momentum,10088.599369701697,1785891600000,2026-08-05T01:00:00+00:00,1.249999999999993,16.72317342831972,67.77185483065406,LONG,CLOSED,599.2180585714285,strategy-lab-v1.0.0:NEW_BNB_12H_TREND,BNBUSDT,608.3363442857143,FIXED_125R,SLAB-NEW_BNB_12H_TREND-BNB-1785891600000,EXIT,2026-08-07T10:02:02.819333+00:00,2026-08-05T03:00:00+00:00,SL,599.0982149597143,-69.77602033362783,10.018823349368068,20.107422719069767,2.0,-89.8834430526976,-1.3262650591059548,9998.715926649,2.0
