trade_id,candidate_id,family,asset,symbol,side,strategy_version,status,opened_at,open_close_time,entry_price,stop_loss,target,target_mode,quantity,notional,risk_dollars,entry_fee,entry_slippage_bps,planned_reward_r,entry_adx,entry_ma20,entry_bb_lower,entry_bb_upper,entry_band_distance_atr,entry_atr,event,timestamp,closed_at,exit_reason,exit_price,gross_pnl,exit_fee,fees,slippage_bps,net_pnl,r_multiple,equity_after,holding_hours
SLAB-RMR_LONG_ONLY_EURUSD_4H-EURUSD-1779926400000,RMR_LONG_ONLY_EURUSD_4H,Range Mean Reversion,EURUSD,EURUSD=X,LONG,strategy-lab-v1.0.0:RMR_LONG_ONLY_EURUSD_4H,CLOSED,2026-05-28T00:00:00+00:00,1779926400000,1.1593833844184875,1.155921853188106,1.1636580169200896,DYNAMIC_MA20,8625.274550588549,10000.0,29.856657227478056,10.0,2.0,1.2348964134958367,20.896490974712002,1.1636580169200896,1.1611773941800634,1.1661386396601159,1.1704878203130138,0.0017307656151907785,EXIT,2026-07-19T21:14:20.693242+00:00,2026-05-28T12:00:00+00:00,TARGET,1.1632429017853736,33.289396922156826,10.033289396922157,20.033289396922157,2.0,13.256107525234668,0.4439916841405353,10013.256107525234,12.0
SLAB-RMR_LONG_ONLY_EURUSD_4H-EURUSD-1781179200000,RMR_LONG_ONLY_EURUSD_4H,Range Mean Reversion,EURUSD,EURUSD=X,LONG,strategy-lab-v1.0.0:RMR_LONG_ONLY_EURUSD_4H,CLOSED,2026-06-11T12:00:00+00:00,1781179200000,1.1520387427568435,1.1474840453113828,1.1544889330863952,DYNAMIC_MA20,8691.770281582183,10013.256107525234,39.588383898053294,10.013256107525233,2.0,0.5379479886185775,23.641772726342513,1.1544889330863952,1.152191556819073,1.1567863093537174,0.16825518842199885,0.002277348722730364,EXIT,2026-07-19T21:14:20.693242+00:00,2026-06-11T16:00:00+00:00,TARGET,1.1544718301558494,21.14783674717192,10.034403944272405,20.04766005179764,2.0,1.1001766953742802,0.027790391701955276,10014.356284220608,4.0
SLAB-RMR_LONG_ONLY_EURUSD_4H-EURUSD-1783958400000,RMR_LONG_ONLY_EURUSD_4H,Range Mean Reversion,EURUSD,EURUSD=X,LONG,strategy-lab-v1.0.0:RMR_LONG_ONLY_EURUSD_4H,CLOSED,2026-07-13T16:00:00+00:00,1783958400000,1.1387908687591553,1.1345953659330095,1.1426634609699249,DYNAMIC_MA20,8793.850178244238,10014.356284220608,36.89462327552628,10.014356284220609,2.0,0.9230341084830607,21.25876554962858,1.1426634609699249,1.13949860561522,1.1458283163246297,0.44592961847663765,0.0020977514130728586,EXIT,2026-07-19T21:14:20.693242+00:00,2026-07-14T12:00:00+00:00,TARGET,1.1417641347002982,26.146455226487888,10.040502739447096,20.054859023667703,2.0,6.091596202820185,0.1651079659312036,10020.447880423428,20.0
