trade_id,candidate_id,family,asset,symbol,strategy_version,status,opened_at,open_close_time,entry_price,stop_loss,target,target_mode,quantity,notional,risk_dollars,entry_fee,entry_slippage_bps,planned_reward_r,entry_rsi,entry_ma20,entry_bb_lower,entry_ma200,entry_atr,event,timestamp,closed_at,exit_reason,exit_price,gross_pnl,exit_fee,fees,slippage_bps,net_pnl,r_multiple,equity_after,holding_hours
SLAB-MR_REGIME_FILTER_V1-BTC-1783904400,MR_REGIME_FILTER_V1,Mean Reversion,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,OPEN,2026-07-13T01:00:00+00:00,1783904400,63381.44375399999,62974.46161114285,63947.02200000001,FROZEN_MA20,0.15777488500913017,10000.0,64.21156079005543,10.0,2.0,1.3896881126760963,34.03468850322365,63947.02200000001,63562.0043088422,63327.101449999995,271.32142857142804,ENTRY,2026-07-14T09:00:59.543583+00:00,,,,,,,,,,,
SLAB-MR_REGIME_FILTER_V1-BTC-1783904400,MR_REGIME_FILTER_V1,Mean Reversion,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,CLOSED,2026-07-13T01:00:00+00:00,1783904400,63381.44375399999,62974.46161114285,63947.02200000001,FROZEN_MA20,0.15777488500913017,10000.0,64.21156079005543,10.0,2.0,1.3896881126760963,34.03468850322365,63947.02200000001,63562.0043088422,63327.101449999995,271.32142857142804,EXIT,2026-07-14T09:00:59.543583+00:00,2026-07-13T03:00:00+00:00,SL,62961.866718820624,-66.1987184778967,9.933801281522104,19.933801281522104,2.0,-86.13251975941881,-1.341386483985892,9913.86748024058,0.002
SLAB-MR_REGIME_FILTER_V1-ETH-1783915200,MR_REGIME_FILTER_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,OPEN,2026-07-13T04:00:00+00:00,1783915200,1777.815492,1756.2626348571428,1808.234,FROZEN_MA20,4.639756081394568,8248.630240604476,100.0,8.248630240604477,2.0,1.411344574799492,28.30567593277665,1808.234,1782.7479784195352,1776.9604499999998,14.368571428571434,ENTRY,2026-07-14T09:00:59.543583+00:00,,,,,,,,,,,
SLAB-MR_REGIME_FILTER_V1-ETH-1783915200,MR_REGIME_FILTER_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,CLOSED,2026-07-13T04:00:00+00:00,1783915200,1777.815492,1756.2626348571428,1808.234,FROZEN_MA20,4.639756081394568,8248.630240604476,100.0,8.248630240604477,2.0,1.411344574799492,28.30567593277665,1808.234,1782.7479784195352,1776.9604499999998,14.368571428571434,EXIT,2026-07-14T09:00:59.543583+00:00,2026-07-13T17:00:00+00:00,SL,1755.9113823301714,-101.62972604812073,8.147000514556353,16.39563075516083,2.0,-118.02535680328157,-1.1802535680328157,9881.974643196718,0.013
SLAB-MR_REGIME_FILTER_V1-BTC-1783904400000,MR_REGIME_FILTER_V1,Mean Reversion,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,OPEN,2026-07-13T01:00:00+00:00,1783904400000,63381.44375399999,62974.46161114285,63947.022,FROZEN_MA20,0.15641593016907127,9913.86748024058,63.65849043720217,9.91386748024058,2.0,1.3896881126760605,34.03468850322365,63947.022,63562.00430884217,63327.101449999995,271.32142857142804,ENTRY,2026-07-14T16:57:31.170205+00:00,,,,,,,,,,,
SLAB-MR_REGIME_FILTER_V1-BTC-1783904400000,MR_REGIME_FILTER_V1,Mean Reversion,BTC,BTCUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,CLOSED,2026-07-13T01:00:00+00:00,1783904400000,63381.44375399999,62974.46161114285,63947.022,FROZEN_MA20,0.15641593016907127,9913.86748024058,63.65849043720217,9.91386748024058,2.0,1.3896881126760605,34.03468850322365,63947.022,63562.00430884217,63327.101449999995,271.32142857142804,EXIT,2026-07-14T16:57:31.170205+00:00,2026-07-13T03:00:00+00:00,SL,62961.866718820624,-65.62853223516214,9.848238948005418,19.762106428246,2.0,-85.39063866340814,-1.341386483985892,9828.476841577172,2.0
SLAB-MR_REGIME_FILTER_V1-ETH-1783915200000,MR_REGIME_FILTER_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,OPEN,2026-07-13T04:00:00+00:00,1783915200000,1777.815492,1756.2626348571428,1808.234,FROZEN_MA20,4.584995194695888,8151.275487875906,98.81974643196718,8.151275487875907,2.0,1.411344574799492,28.30567593277665,1808.234,1782.7479784195352,1776.9604499999998,14.368571428571434,ENTRY,2026-07-14T16:57:31.170205+00:00,,,,,,,,,,,
SLAB-MR_REGIME_FILTER_V1-ETH-1783915200000,MR_REGIME_FILTER_V1,Mean Reversion,ETH,ETHUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,CLOSED,2026-07-13T04:00:00+00:00,1783915200000,1777.815492,1756.2626348571428,1808.234,FROZEN_MA20,4.584995194695888,8151.275487875906,98.81974643196718,8.151275487875907,2.0,1.411344574799492,28.30567593277665,1808.234,1782.7479784195352,1776.9604499999998,14.368571428571434,EXIT,2026-07-14T16:57:31.170205+00:00,2026-07-13T17:00:00+00:00,SL,1755.9113823301714,-100.43023758025579,8.05084525029565,16.20212073817156,2.0,-116.63235831842735,-1.1802535680328154,9765.34228487829,13.0
SLAB-MR_REGIME_FILTER_V1-BNB-1784102399999,MR_REGIME_FILTER_V1,Mean Reversion,BNB,BNBUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,OPEN,2026-07-15T07:59:59.999000+00:00,1784102399999,576.605298,573.2367265714286,580.367,FROZEN_MA20,17.342886086350184,10000.0,58.42075055944745,10.0,2.0,1.1167054283291107,34.36376707404759,580.367,577.3893089481876,574.2579,2.2457142857142736,ENTRY,2026-07-15T13:14:00.074864+00:00,,,,,,,,,,,
SLAB-MR_REGIME_FILTER_V1-BNB-1784102399999,MR_REGIME_FILTER_V1,Mean Reversion,BNB,BNBUSDT,strategy-lab-v1.0.0:MR_REGIME_FILTER_V1,CLOSED,2026-07-15T07:59:59.999000+00:00,1784102399999,576.605298,573.2367265714286,580.367,FROZEN_MA20,17.342886086350184,10000.0,58.42075055944745,10.0,2.0,1.1167054283291107,34.36376707404759,580.367,577.3893089481876,574.2579,2.2457142857142736,EXIT,2026-07-15T13:14:00.074864+00:00,2026-07-15T12:59:59.999000+00:00,TARGET,580.2509266,63.22572152294046,10.063225721522942,20.06322572152294,2.0,43.16249580141752,0.7388213158524295,10043.162495801418,5.0
