timestamp,asset,symbol,strategy_version,equity,open_trade,last_evaluated_close_time,missed_run_count
2026-07-16T20:39:17.276811+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784232000000,0
2026-07-16T23:43:59.404593+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784242800000,2
2026-07-17T00:38:13.078939+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784246399999,2
2026-07-17T00:41:49.412049+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784246400000,2
2026-07-17T07:34:26.835727+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784271600000,8
2026-07-17T12:00:16.007706+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784286000000,11
2026-07-17T13:56:59.935280+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784293200000,12
2026-07-17T15:13:13.149235+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784300400000,13
2026-07-17T16:35:48.140708+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784304000000,13
2026-07-17T17:43:01.385359+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784307600000,13
2026-07-17T18:41:36.387548+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784311200000,13
2026-07-17T19:47:35.274538+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784314800000,13
2026-07-17T20:38:14.742795+00:00,BTC,BTCUSDT,strategy-lab-v1.0.0:NEW_BTC_12H_MR,10079.021131919908,False,1784318400000,13
